Driver,DriverNumber,LapNumber,Stint,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,TrackStatus,Position,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Year,GP,LapTimeSeconds
4,5,4.0,2.0,255.0,121.0,274.0,190.0,0,3,1.0,1,5,0,9.52425215480818,14.8,57.0,1013.4,0,33.7,125,3.3,2025,4,139.461
13,4,4.0,1.0,191.0,275.0,271.0,236.0,0,3,4.0,1,6,0,9.52425215480818,14.7,58.0,1013.4,0,33.9,120,2.7,2025,4,126.988
15,81,3.0,1.0,244.0,259.0,273.5594525235244,218.0,0,3,3.0,1,6,0,9.52425215480818,14.7,58.0,1013.4,0,33.9,120,2.7,2025,4,129.119
18,18,3.0,1.0,237.0,240.0,273.5594525235244,208.0,0,3,3.0,1,2,0,9.52425215480818,14.7,58.0,1013.4,0,33.9,120,2.7,2025,4,121.584
1,14,3.0,1.0,218.0,256.0,273.5594525235244,218.0,0,3,3.0,1,2,0,9.52425215480818,14.7,58.0,1013.4,0,33.9,120,2.7,2025,4,119.034
16,63,3.0,1.0,241.0,275.0,273.5594525235244,222.0,0,3,3.0,1,7,0,9.52425215480818,14.7,58.0,1013.4,0,33.9,120,2.7,2025,4,125.046
2,12,3.0,1.0,207.0,279.0,273.5594525235244,206.0,0,3,3.0,1,7,0,9.52425215480818,14.7,58.0,1013.4,0,33.9,120,2.7,2025,4,121.369
17,55,5.0,1.0,287.0,303.0,272.0,298.0,1,3,5.0,1,11,0,9.52425215480818,14.7,58.0,1013.4,0,33.9,120,2.7,2025,4,88.563
10,27,5.0,2.0,288.0,299.0,272.0,295.0,1,3,2.0,1,5,0,9.52425215480818,14.7,58.0,1013.3,0,33.9,152,2.4,2025,4,88.857
4,5,5.0,2.0,287.0,297.0,271.0,293.0,1,3,2.0,1,5,0,9.52425215480818,14.7,58.0,1013.3,0,33.9,152,2.4,2025,4,88.768
7,10,3.0,1.0,259.0,263.0,273.5594525235244,191.0,0,3,3.0,1,1,0,9.52425215480818,14.7,58.0,1013.3,0,33.9,152,2.4,2025,4,121.004
6,7,5.0,2.0,288.0,301.0,270.0,299.0,1,3,2.0,1,1,0,9.52425215480818,14.7,58.0,1013.3,0,33.9,152,2.4,2025,4,88.877
8,6,3.0,1.0,261.0,273.0,273.5594525235244,272.0,0,3,3.0,1,9,0,9.52425215480818,14.7,58.0,1013.3,0,33.9,152,2.4,2025,4,112.937
13,4,5.0,1.0,288.0,303.0,272.0,299.0,1,3,5.0,1,6,0,9.52425215480818,14.7,58.0,1013.3,0,33.9,152,2.4,2025,4,87.845
11,30,3.0,1.0,260.0,274.0,273.5594525235244,246.0,0,3,3.0,1,9,0,9.52425215480818,14.7,58.0,1013.3,0,33.9,152,2.4,2025,4,111.323
12,16,5.0,2.0,289.0,300.0,271.0,296.0,1,3,5.0,0,3,0,9.52425215480818,14.8,58.0,1013.3,0,33.9,152,2.4,2025,4,87.92
14,31,5.0,2.0,287.0,298.0,270.0,296.0,1,3,2.0,1,4,0,9.52425215480818,14.8,58.0,1013.3,0,33.9,152,2.4,2025,4,88.901
3,87,5.0,2.0,287.0,299.0,268.0,296.0,1,3,2.0,1,4,0,9.52425215480818,14.8,58.0,1013.3,0,33.9,152,2.4,2025,4,88.327
17,55,6.0,1.0,262.0,282.0,273.5594525235244,270.0,0,3,6.0,1,11,0,9.52425215480818,14.8,58.0,1013.3,0,33.9,152,2.4,2025,4,103.097
10,27,6.0,2.0,246.0,273.0,273.5594525235244,272.0,0,3,3.0,1,5,0,9.52425215480818,14.8,58.0,1013.3,0,33.9,152,2.4,2025,4,108.315
9,44,5.0,2.0,288.0,299.0,270.0,294.0,1,3,2.0,1,3,0,9.52425215480818,14.8,57.0,1013.4,0,33.9,94,0.9,2025,4,88.34
4,5,6.0,2.0,258.0,271.0,273.5594525235244,251.0,0,3,3.0,1,5,0,9.52425215480818,14.8,57.0,1013.4,0,33.9,94,0.9,2025,4,113.399
6,7,6.0,2.0,260.0,273.0,273.5594525235244,272.0,0,3,3.0,1,1,0,9.52425215480818,14.8,57.0,1013.4,0,33.9,94,0.9,2025,4,104.679
13,4,6.0,1.0,222.0,266.0,273.5594525235244,184.0,0,3,6.0,1,6,0,9.52425215480818,14.8,57.0,1013.4,0,33.9,94,0.9,2025,4,121.584
12,16,6.0,2.0,218.0,270.0,273.5594525235244,218.0,0,3,6.0,0,3,0,9.52425215480818,14.8,57.0,1013.4,0,33.9,94,0.9,2025,4,115.402
14,31,6.0,2.0,261.0,273.0,273.5594525235244,248.0,0,3,3.0,1,4,0,9.52425215480818,14.8,57.0,1013.4,0,33.9,94,0.9,2025,4,108.93
3,87,6.0,2.0,260.0,274.0,273.5594525235244,273.0,0,3,3.0,1,4,0,9.52425215480818,14.8,57.0,1013.4,0,33.9,94,0.9,2025,4,102.319
9,44,6.0,2.0,244.0,245.0,115.0,210.0,0,3,3.0,1,3,0,9.52425215480818,14.8,56.0,1013.3,0,33.6,131,2.7,2025,4,129.492
0,23,5.0,2.0,288.0,300.0,272.0,295.0,1,3,2.0,1,11,0,9.52425215480818,14.8,56.0,1013.3,0,33.6,131,2.7,2025,4,88.218
9,44,7.0,2.0,241.0,250.0,272.0,194.0,0,3,4.0,1,3,0,9.52425215480818,14.8,57.0,1013.2,0,33.7,149,3.8,2025,4,123.77
0,23,6.0,2.0,156.0,259.0,273.5594525235244,220.0,0,3,3.0,1,11,0,9.52425215480818,14.8,57.0,1013.2,0,33.7,149,3.8,2025,4,125.582
20,1,5.0,2.0,288.0,299.0,270.0,297.0,1,3,5.0,0,10,0,9.52425215480818,14.9,57.0,1013.2,0,33.7,149,3.8,2025,4,87.943
15,81,5.0,2.0,287.0,301.0,271.0,295.0,1,3,5.0,0,6,0,9.52425215480818,14.9,57.0,1013.2,0,33.7,149,3.8,2025,4,87.687
19,22,5.0,2.0,285.0,296.0,270.0,296.0,1,3,2.0,1,10,0,9.52425215480818,14.9,57.0,1013.2,0,33.7,149,3.8,2025,4,87.967
9,44,8.0,2.0,289.0,300.0,272.0,297.0,1,3,5.0,1,3,0,9.52425215480818,14.9,57.0,1013.2,0,33.7,149,3.8,2025,4,87.942
2,12,5.0,2.0,287.0,304.0,270.0,297.0,1,3,2.0,1,7,0,9.52425215480818,14.9,57.0,1013.2,0,33.7,149,3.8,2025,4,87.968
16,63,5.0,2.0,288.0,304.0,273.0,297.0,1,3,5.0,0,7,0,9.52425215480818,14.9,57.0,1013.2,0,33.7,149,3.8,2025,4,87.843
1,14,5.0,2.0,287.0,299.0,269.0,295.0,1,3,2.0,1,2,0,9.52425215480818,14.8,59.0,1013.4,0,33.9,129,2.1,2025,4,88.337
17,55,8.0,2.0,288.0,302.0,271.0,296.0,1,3,2.0,1,11,0,9.52425215480818,14.8,59.0,1013.4,0,33.9,129,2.1,2025,4,88.209
7,10,5.0,2.0,286.0,297.0,270.0,295.0,1,3,2.0,1,1,0,9.52425215480818,14.8,59.0,1013.4,0,33.9,129,2.1,2025,4,88.186
6,7,8.0,3.0,287.0,297.0,272.0,295.0,0,3,2.0,1,1,0,9.52425215480818,14.8,59.0,1013.4,0,33.9,129,2.1,2025,4,89.024
8,6,5.0,2.0,287.0,300.0,268.0,296.0,1,3,2.0,1,9,0,9.52425215480818,14.8,59.0,1013.4,0,33.9,129,2.1,2025,4,88.278
18,18,5.0,2.0,139.0,275.0,273.5594525235244,251.0,0,3,2.0,1,2,0,9.52425215480818,14.8,59.0,1013.4,0,33.9,129,2.1,2025,4,136.839
14,31,8.0,3.0,286.0,296.0,271.0,295.0,1,3,2.0,1,4,0,9.52425215480818,14.8,59.0,1013.4,0,33.9,129,2.1,2025,4,88.696
10,27,8.0,3.0,288.0,300.0,272.0,297.0,1,3,2.0,1,5,0,9.52425215480818,14.9,58.0,1013.3,0,33.7,155,2.7,2025,4,88.57
20,1,6.0,2.0,254.0,260.0,273.5594525235244,262.0,0,3,6.0,0,10,0,9.52425215480818,14.9,58.0,1013.3,0,33.7,155,2.7,2025,4,110.649
4,5,8.0,3.0,287.0,297.0,271.0,293.0,1,3,2.0,1,5,0,9.52425215480818,14.9,58.0,1013.3,0,33.7,155,2.7,2025,4,88.622
11,30,5.0,2.0,285.0,299.0,270.0,296.0,1,3,2.0,1,9,0,9.52425215480818,14.9,58.0,1013.3,0,33.7,155,2.7,2025,4,88.554
3,87,8.0,3.0,286.0,299.0,268.0,297.0,1,3,2.0,1,4,0,9.52425215480818,14.9,58.0,1013.3,0,33.7,155,2.7,2025,4,88.228
15,81,6.0,2.0,232.0,241.0,273.5594525235244,255.0,0,3,6.0,0,6,0,9.52425215480818,14.9,58.0,1013.3,0,33.7,155,2.7,2025,4,126.893
19,22,6.0,2.0,144.0,261.0,273.5594525235244,252.0,0,3,3.0,1,10,0,9.52425215480818,14.9,58.0,1013.3,0,33.7,155,2.7,2025,4,126.166
9,44,9.0,2.0,257.0,273.0,273.5594525235244,242.0,0,3,6.0,1,3,0,9.52425215480818,14.9,58.0,1013.3,0,33.7,155,2.7,2025,4,121.902
16,63,6.0,2.0,258.0,282.0,273.5594525235244,232.0,0,3,6.0,0,7,0,9.52425215480818,14.9,58.0,1013.3,0,33.7,155,2.7,2025,4,113.876
2,12,6.0,2.0,222.0,279.0,273.5594525235244,222.0,0,3,3.0,1,7,0,9.52425215480818,14.9,58.0,1013.3,0,33.7,155,2.7,2025,4,122.858
17,55,9.0,2.0,238.0,266.0,273.5594525235244,264.0,0,3,3.0,1,11,0,9.52425215480818,14.8,58.0,1013.3,0,33.4,148,1.9,2025,4,112.086
1,14,6.0,2.0,216.0,219.0,273.5594525235244,178.0,0,3,3.0,1,2,0,9.52425215480818,14.8,58.0,1013.3,0,33.4,148,1.9,2025,4,126.177
7,10,6.0,2.0,247.0,267.0,273.5594525235244,181.0,0,3,3.0,1,1,0,9.52425215480818,14.8,58.0,1013.3,0,33.4,148,1.9,2025,4,123.491
6,7,9.0,3.0,254.0,269.0,273.5594525235244,193.0,0,3,3.0,1,1,0,9.52425215480818,14.8,58.0,1013.3,0,33.4,148,1.9,2025,4,118.392
8,6,6.0,2.0,242.0,271.0,273.5594525235244,269.0,0,3,3.0,1,9,0,9.52425215480818,14.8,58.0,1013.3,0,33.4,148,1.9,2025,4,110.266
14,31,9.0,3.0,262.0,207.0,273.5594525235244,203.0,0,3,3.0,1,4,0,9.52425215480818,14.8,58.0,1013.3,0,33.4,148,1.9,2025,4,116.392
10,27,9.0,3.0,222.0,229.0,273.5594525235244,209.0,0,3,3.0,1,5,0,9.52425215480818,14.9,58.0,1013.4,0,33.0,130,1.8,2025,4,117.236
11,30,6.0,2.0,251.0,271.0,273.5594525235244,188.0,0,3,3.0,1,9,0,9.52425215480818,14.9,58.0,1013.4,0,33.0,130,1.8,2025,4,115.848
4,5,9.0,3.0,173.0,262.0,273.5594525235244,233.0,0,3,3.0,1,5,0,9.52425215480818,14.9,58.0,1013.4,0,33.0,130,1.8,2025,4,128.065
3,87,9.0,3.0,257.0,262.0,273.5594525235244,219.0,0,3,3.0,1,4,0,9.52425215480818,14.9,58.0,1013.4,0,33.0,130,1.8,2025,4,116.665
20,1,8.0,3.0,288.0,300.0,271.0,299.0,1,3,2.0,1,10,0,9.52425215480818,14.8,59.0,1013.4,0,32.5,124,3.9,2025,4,87.502
3,87,11.0,4.0,286.0,298.0,270.0,296.0,1,3,5.0,0,4,0,9.52425215480818,14.9,59.0,1013.4,0,32.3,139,3.1,2025,4,88.146
7,10,8.0,3.0,287.0,300.0,271.0,299.0,1,3,2.0,1,1,0,9.52425215480818,14.9,59.0,1013.4,0,32.3,139,3.1,2025,4,87.98
19,22,8.0,3.0,284.0,297.0,269.0,292.0,1,3,5.0,0,10,0,9.52425215480818,14.9,59.0,1013.4,0,32.3,139,3.1,2025,4,88.154
12,16,8.0,3.0,287.0,302.0,271.0,298.0,1,3,8.0,0,3,0,9.52425215480818,14.9,59.0,1013.4,0,32.3,139,3.1,2025,4,87.866
9,44,11.0,3.0,287.0,301.0,272.0,298.0,1,3,8.0,0,3,0,9.52425215480818,14.9,59.0,1013.4,0,32.3,139,3.1,2025,4,87.808
13,4,8.0,2.0,285.0,302.0,272.0,298.0,1,3,2.0,1,6,0,9.52425215480818,14.9,59.0,1013.4,0,32.3,139,3.1,2025,4,87.146
11,30,8.0,3.0,286.0,301.0,271.0,298.0,1,3,2.0,1,9,0,9.52425215480818,14.7,59.0,1013.3,0,32.1,121,2.5,2025,4,88.283
1,14,8.0,3.0,285.0,301.0,268.0,295.0,1,3,2.0,1,2,0,9.52425215480818,14.7,59.0,1013.3,0,32.1,121,2.5,2025,4,88.118
8,6,8.0,3.0,288.0,299.0,270.0,295.0,1,3,2.0,1,9,0,9.52425215480818,14.7,59.0,1013.3,0,32.1,121,2.5,2025,4,87.978
15,81,8.0,3.0,287.0,304.0,271.0,296.0,1,3,2.0,1,6,0,9.52425215480818,14.7,59.0,1013.3,0,32.1,121,2.5,2025,4,87.613
3,87,12.0,4.0,251.0,261.0,273.5594525235244,274.0,0,3,6.0,0,4,0,9.52425215480818,14.7,59.0,1013.3,0,32.1,121,2.5,2025,4,114.732
16,63,8.0,3.0,288.0,306.0,272.0,298.0,1,3,2.0,1,7,0,9.52425215480818,14.8,59.0,1013.3,0,32.1,146,2.6,2025,4,87.4
20,1,9.0,3.0,172.0,248.0,273.5594525235244,255.0,0,3,3.0,1,10,0,9.52425215480818,14.8,59.0,1013.3,0,32.1,146,2.6,2025,4,124.397
2,12,8.0,3.0,288.0,305.0,270.0,297.0,1,3,2.0,1,7,0,9.52425215480818,14.8,59.0,1013.3,0,32.1,146,2.6,2025,4,87.902
7,10,9.0,3.0,261.0,273.0,273.5594525235244,122.0,0,3,3.0,1,1,0,9.52425215480818,14.8,59.0,1013.3,0,32.1,146,2.6,2025,4,123.911
17,55,11.0,3.0,289.0,305.0,271.0,297.0,1,3,2.0,1,11,0,9.52425215480818,14.8,59.0,1013.3,0,32.1,146,2.6,2025,4,88.054
19,22,9.0,3.0,253.0,264.0,273.5594525235244,260.0,0,3,6.0,0,10,0,9.52425215480818,14.8,59.0,1013.3,0,32.1,146,2.6,2025,4,116.727
0,23,8.0,3.0,288.0,305.0,273.0,296.0,1,3,2.0,1,11,0,9.52425215480818,14.8,59.0,1013.3,0,32.1,146,2.6,2025,4,87.783
12,16,9.0,3.0,262.0,276.0,273.5594525235244,274.0,0,3,9.0,0,3,0,9.52425215480818,14.8,59.0,1013.3,0,32.1,146,2.6,2025,4,117.074
9,44,12.0,3.0,117.0,260.0,273.5594525235244,221.0,0,3,9.0,0,3,0,9.52425215480818,14.8,59.0,1013.3,0,32.1,146,2.6,2025,4,114.882
11,30,9.0,3.0,259.0,273.0,273.5594525235244,267.0,0,3,3.0,1,9,0,9.52425215480818,14.8,59.0,1013.3,0,32.1,146,2.6,2025,4,107.042
13,4,9.0,2.0,233.0,242.0,273.5594525235244,194.0,0,3,3.0,1,6,0,9.52425215480818,14.8,59.0,1013.3,0,32.1,146,2.6,2025,4,121.019
9,44,14.0,4.0,289.0,298.0,268.0,296.0,1,3,2.0,1,3,0,9.52425215480818,14.6,60.0,1013.3,0,31.0,126,2.9,2025,4,87.61
12,16,11.0,4.0,288.0,299.0,270.0,297.0,1,3,2.0,1,3,0,9.52425215480818,14.6,60.0,1013.3,0,31.0,126,2.9,2025,4,87.6
0,23,11.0,4.0,287.0,279.0,273.5594525235244,261.0,0,3,2.0,0,11,0,9.52425215480818,14.6,60.0,1013.3,0,31.0,149,3.8,2025,4,94.988
12,16,12.0,4.0,229.0,249.0,273.5594525235244,255.0,0,3,3.0,1,3,0,9.52425215480818,14.6,60.0,1013.3,0,31.0,149,3.8,2025,4,116.367
9,44,15.0,4.0,229.0,216.0,273.5594525235244,211.0,0,3,3.0,1,3,0,9.52425215480818,14.6,60.0,1013.3,0,31.0,149,3.8,2025,4,130.422
2,12,11.0,4.0,287.0,303.0,269.0,294.0,1,3,2.0,1,7,0,9.52425215480818,14.6,60.0,1013.3,0,30.8,144,3.5,2025,4,87.639
19,22,11.0,4.0,284.0,297.0,268.0,292.0,1,3,2.0,1,10,0,9.52425215480818,14.6,60.0,1013.3,0,30.8,144,3.5,2025,4,88.0
8,6,11.0,4.0,287.0,301.0,269.0,297.0,1,3,2.0,1,9,0,9.52425215480818,14.6,60.0,1013.3,0,30.7,126,3.4,2025,4,87.775
0,23,12.0,5.0,269.0,284.0,273.0,222.0,0,3,1.0,1,11,0,9.52425215480818,14.6,60.0,1013.3,0,30.7,126,3.4,2025,4,130.02
11,30,11.0,4.0,287.0,302.0,271.0,296.0,1,3,2.0,1,9,0,9.52425215480818,14.6,60.0,1013.3,0,30.7,126,3.4,2025,4,87.906
16,63,11.0,4.0,265.0,239.0,273.5594525235244,226.0,0,3,5.0,0,7,0,9.52425215480818,14.6,60.0,1013.3,0,30.7,126,3.4,2025,4,111.6
1,14,11.0,4.0,287.0,299.0,269.0,294.0,1,3,2.0,1,2,0,9.52425215480818,14.6,60.0,1013.3,0,30.7,126,3.4,2025,4,87.897
3,87,14.0,5.0,286.0,299.0,270.0,295.0,1,3,2.0,1,4,0,9.52425215480818,14.6,60.0,1013.3,0,30.7,126,3.4,2025,4,87.711
7,10,11.0,4.0,287.0,298.0,270.0,296.0,1,3,2.0,1,1,0,9.52425215480818,14.6,60.0,1013.3,0,30.7,126,3.4,2025,4,87.822
15,81,11.0,4.0,286.0,302.0,269.0,296.0,1,3,5.0,0,6,0,9.52425215480818,14.6,60.0,1013.3,0,30.6,151,3.7,2025,4,87.507
20,1,11.0,4.0,287.0,269.0,273.5594525235244,216.0,0,3,5.0,0,10,0,9.52425215480818,14.6,60.0,1013.3,0,30.6,151,3.7,2025,4,97.873
17,55,14.0,4.0,287.0,303.0,270.0,298.0,1,3,2.0,1,11,0,9.52425215480818,14.6,60.0,1013.3,0,30.6,151,3.7,2025,4,87.836
0,23,13.0,5.0,287.0,303.0,272.0,296.0,0,3,2.0,1,11,0,9.52425215480818,14.6,60.0,1013.3,0,30.6,151,3.7,2025,4,87.832
2,12,12.0,4.0,254.0,257.0,273.5594525235244,230.0,0,3,3.0,1,7,0,9.52425215480818,14.6,60.0,1013.3,0,30.6,151,3.7,2025,4,128.824
19,22,12.0,4.0,249.0,263.0,273.5594525235244,261.0,0,3,3.0,1,10,0,9.52425215480818,14.6,60.0,1013.3,0,30.6,151,3.7,2025,4,122.537
8,6,12.0,4.0,260.0,266.0,273.5594525235244,177.0,0,3,3.0,1,9,0,9.52425215480818,14.6,59.0,1013.3,0,30.4,147,3.0,2025,4,123.912
11,30,12.0,4.0,252.0,238.0,273.5594525235244,156.0,0,3,3.0,1,9,0,9.52425215480818,14.6,59.0,1013.3,0,30.4,147,3.0,2025,4,120.765
1,14,12.0,4.0,215.0,195.0,273.5594525235244,162.0,0,3,3.0,1,2,0,9.52425215480818,14.6,59.0,1013.3,0,30.4,147,3.0,2025,4,126.564
3,87,15.0,5.0,234.0,270.0,273.5594525235244,169.0,0,3,3.0,1,4,0,9.52425215480818,14.6,59.0,1013.3,0,30.4,147,3.0,2025,4,123.25
12,16,14.0,5.0,289.0,299.0,270.0,296.0,1,3,5.0,0,3,0,9.52425215480818,14.6,59.0,1013.3,0,30.4,147,3.0,2025,4,87.555
7,10,12.0,4.0,245.0,242.0,273.5594525235244,183.0,0,3,3.0,1,1,0,9.52425215480818,14.6,59.0,1013.3,0,30.4,147,3.0,2025,4,121.972
9,44,17.0,5.0,272.0,244.0,273.5594525235244,233.0,0,3,5.0,0,3,0,9.52425215480818,14.7,60.0,1013.4,0,30.1,137,2.4,2025,4,104.61
15,81,12.0,4.0,231.0,267.0,273.5594525235244,244.0,0,3,6.0,0,6,0,9.52425215480818,14.7,60.0,1013.4,0,30.1,137,2.4,2025,4,121.585
17,55,15.0,4.0,192.0,251.0,273.5594525235244,246.0,0,3,3.0,1,11,0,9.52425215480818,14.7,60.0,1013.4,0,30.1,137,2.4,2025,4,125.174
0,23,14.0,5.0,253.0,257.0,273.5594525235244,266.0,0,3,3.0,1,11,0,9.52425215480818,14.7,60.0,1013.4,0,30.1,137,2.4,2025,4,119.818
12,16,15.0,5.0,253.0,270.0,273.5594525235244,230.0,0,3,6.0,0,3,0,9.52425215480818,14.7,61.0,1013.3,0,30.1,147,1.9,2025,4,109.178
3,87,17.0,6.0,286.0,297.0,269.0,294.0,1,3,5.0,0,4,0,9.52425215480818,14.5,60.0,1013.3,0,29.5,156,3.2,2025,4,88.09
2,12,14.0,5.0,287.0,303.0,271.0,296.0,1,3,5.0,0,7,0,9.52425215480818,14.5,60.0,1013.3,0,29.5,156,3.2,2025,4,88.222
16,63,13.0,5.0,288.0,303.0,272.0,297.0,1,3,2.0,1,7,0,9.52425215480818,14.4,60.0,1013.2,0,29.4,150,4.4,2025,4,87.318
8,6,14.0,5.0,288.0,299.0,270.0,296.0,1,3,5.0,0,9,0,9.52425215480818,14.4,60.0,1013.2,0,29.4,150,4.4,2025,4,87.871
20,1,13.0,5.0,288.0,299.0,271.0,295.0,1,3,2.0,1,10,0,9.52425215480818,14.4,60.0,1013.2,0,29.4,150,4.4,2025,4,87.278
15,81,14.0,5.0,288.0,301.0,271.0,296.0,1,3,2.0,1,6,0,9.52425215480818,14.4,60.0,1013.2,0,29.4,150,4.4,2025,4,87.052
13,4,11.0,3.0,283.0,300.0,269.0,295.0,1,3,2.0,1,6,0,9.52425215480818,14.4,60.0,1013.2,0,29.4,150,4.4,2025,4,87.519
9,44,19.0,6.0,288.0,299.0,272.0,296.0,1,3,2.0,1,3,0,9.52425215480818,14.4,60.0,1013.2,0,29.4,150,4.4,2025,4,87.668
0,23,16.0,6.0,288.0,303.0,272.0,297.0,1,3,5.0,0,11,0,9.52425215480818,14.4,61.0,1013.2,0,29.3,152,3.2,2025,4,88.106
12,16,17.0,6.0,288.0,299.0,271.0,295.0,1,3,2.0,1,3,0,9.52425215480818,14.4,61.0,1013.2,0,29.3,152,3.2,2025,4,87.299
3,87,18.0,6.0,258.0,271.0,273.5594525235244,272.0,0,3,6.0,0,4,0,9.52425215480818,14.4,61.0,1013.2,0,29.3,152,3.2,2025,4,104.176
2,12,15.0,5.0,218.0,270.0,273.5594525235244,234.0,0,3,6.0,0,7,0,9.52425215480818,14.4,61.0,1013.2,0,29.3,152,3.2,2025,4,115.23
16,63,14.0,5.0,258.0,270.0,273.5594525235244,202.0,0,3,3.0,1,7,0,9.52425215480818,14.4,61.0,1013.2,0,29.3,152,3.2,2025,4,112.856
8,6,15.0,5.0,257.0,269.0,273.5594525235244,267.0,0,3,6.0,0,9,0,9.52425215480818,14.4,61.0,1013.2,0,29.3,152,3.2,2025,4,107.803
20,1,14.0,5.0,259.0,265.0,273.5594525235244,268.0,0,3,3.0,1,10,0,9.52425215480818,14.3,61.0,1013.2,0,29.1,151,2.4,2025,4,102.881
15,81,15.0,5.0,239.0,246.0,273.5594525235244,215.0,0,3,3.0,1,6,0,9.52425215480818,14.3,61.0,1013.2,0,29.1,151,2.4,2025,4,114.379
13,4,12.0,3.0,260.0,254.0,273.5594525235244,238.0,0,3,3.0,1,6,0,9.52425215480818,14.3,61.0,1013.2,0,29.1,151,2.4,2025,4,105.346
9,44,20.0,6.0,265.0,273.0,273.5594525235244,264.0,0,3,3.0,1,3,0,9.52425215480818,14.3,61.0,1013.2,0,29.1,151,2.4,2025,4,104.765
0,23,17.0,6.0,232.0,275.0,273.5594525235244,260.0,0,3,6.0,0,11,0,9.52425215480818,14.3,61.0,1013.2,0,29.1,151,2.4,2025,4,106.269
12,16,18.0,6.0,258.0,272.0,273.5594525235244,226.0,0,3,3.0,1,3,0,9.52425215480818,14.3,61.0,1013.2,0,29.1,144,1.4,2025,4,105.787
3,87,20.0,7.0,287.0,296.0,267.0,294.0,1,3,2.0,1,4,0,9.52425215480818,14.4,60.0,1013.2,0,28.7,149,3.6,2025,4,87.867
2,12,17.0,6.0,287.0,301.0,271.0,295.0,1,3,2.0,1,7,0,9.52425215480818,14.4,60.0,1013.2,0,28.7,149,3.6,2025,4,87.555
16,63,16.0,6.0,288.0,302.0,273.0,296.0,0,3,2.0,1,7,0,9.52425215480818,14.4,61.0,1013.2,0,28.8,121,3.2,2025,4,87.504
8,6,17.0,6.0,288.0,299.0,270.0,295.0,1,3,2.0,1,9,0,9.52425215480818,14.4,61.0,1013.2,0,28.8,121,3.2,2025,4,87.569
13,4,14.0,4.0,287.0,300.0,267.0,295.0,1,3,2.0,1,6,0,9.52425215480818,14.4,61.0,1013.2,0,28.8,121,3.2,2025,4,86.995
9,44,22.0,7.0,289.0,299.0,271.0,296.0,0,3,2.0,1,3,0,9.52425215480818,14.4,61.0,1013.2,0,28.8,121,3.2,2025,4,87.61
0,23,19.0,7.0,289.0,301.0,272.0,294.0,1,3,2.0,1,11,0,9.52425215480818,14.4,61.0,1013.2,0,28.8,121,3.2,2025,4,87.615
12,16,20.0,7.0,288.0,298.0,272.0,293.0,0,3,2.0,1,3,0,9.52425215480818,14.4,61.0,1013.2,0,28.8,121,3.2,2025,4,87.472
20,1,16.0,6.0,288.0,298.0,271.0,295.0,1,3,2.0,1,10,0,9.52425215480818,14.4,61.0,1013.2,0,28.8,150,2.8,2025,4,86.983
15,81,17.0,6.0,287.0,299.0,271.0,294.0,1,3,2.0,1,6,0,9.52425215480818,14.4,61.0,1013.2,0,28.8,150,2.8,2025,4,87.027
13,4,15.0,4.0,220.0,256.0,273.5594525235244,190.0,0,3,3.0,1,6,0,9.52425215480818,14.4,61.0,1013.2,0,28.8,149,2.5,2025,4,119.921
20,1,17.0,6.0,171.0,223.0,273.5594525235244,224.0,0,3,3.0,1,10,0,9.52425215480818,14.3,61.0,1013.1,0,28.6,143,2.9,2025,4,122.472
15,81,18.0,6.0,202.0,233.0,273.5594525235244,184.0,0,3,3.0,1,6,0,9.52425215480818,14.3,61.0,1013.1,0,28.6,143,2.9,2025,4,122.552
18,18,2.0,1.0,281.0,275.0,267.0,331.0,1,3,9.0,0,2,0,9.52425215480818,26.0,13.0,1015.3,0,39.8,234,1.2,2025,2,93.024
10,27,2.0,1.0,283.0,278.0,269.0,335.0,1,3,2.0,1,5,0,9.52425215480818,26.0,13.0,1015.3,0,39.8,234,1.2,2025,2,92.677
4,5,2.0,1.0,284.0,276.0,266.0,333.0,1,3,2.0,1,5,0,9.52425215480818,26.0,13.0,1015.3,0,39.8,234,1.2,2025,2,92.936
1,14,2.0,1.0,281.0,272.0,268.0,330.0,1,3,5.0,0,2,0,9.52425215480818,25.9,14.0,1015.3,0,39.8,207,1.6,2025,2,93.191
17,55,2.0,1.0,281.0,276.0,267.0,332.0,1,3,5.0,0,11,0,9.52425215480818,25.9,14.0,1015.3,0,39.8,207,1.6,2025,2,93.012
19,22,2.0,1.0,283.0,276.0,273.5594525235244,333.0,0,3,7.0,0,9,0,9.52425215480818,25.9,14.0,1015.3,0,39.8,207,1.6,2025,2,102.292
3,87,2.0,1.0,283.0,276.0,269.0,329.0,1,3,2.0,1,4,1,9.52425215480818,25.9,14.0,1015.3,0,39.8,207,1.6,2025,2,92.77
8,6,2.0,1.0,281.0,275.0,273.5594525235244,332.0,0,3,8.0,0,9,1,9.52425215480818,25.9,14.0,1015.3,0,39.8,207,1.6,2025,2,100.077
14,31,2.0,1.0,282.0,277.0,267.0,326.0,1,3,2.0,1,4,1,9.52425215480818,25.9,14.0,1015.3,0,39.8,207,1.6,2025,2,92.37
7,10,2.0,1.0,280.0,275.0,266.0,331.0,1,3,5.0,0,1,1,9.52425215480818,25.9,14.0,1015.3,0,39.8,207,1.6,2025,2,92.31
