Driver,DriverNumber,LapNumber,Stint,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,TrackStatus,Position,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Year,GP,LapTimeSeconds
16,63,12.0,5.0,193.0,172.0,287.0,137.0,0,3,1.0,1,7,0,9.52425215480818,26.3,57.0,1004.4,0,30.9,37,3.6,2025,1,144.169
2,12,13.0,5.0,243.0,273.0,285.0,316.0,1,3,2.0,1,7,0,9.52425215480818,26.3,56.0,1004.3,0,30.8,18,3.5,2025,1,90.716
16,63,13.0,5.0,243.0,273.0,287.0,317.0,1,3,2.0,1,7,0,9.52425215480818,26.3,56.0,1004.3,0,30.8,18,3.5,2025,1,90.664
19,22,10.0,4.0,241.0,272.0,284.0,315.0,1,3,2.0,1,10,0,9.52425215480818,26.3,56.0,1004.4,0,30.7,20,3.6,2025,1,91.228
9,44,11.0,5.0,243.0,271.0,289.0,317.0,1,3,2.0,1,3,0,9.52425215480818,26.3,56.0,1004.4,0,30.7,20,3.6,2025,1,91.009
8,6,11.0,5.0,243.0,275.0,288.0,321.0,1,3,2.0,1,9,0,9.52425215480818,26.3,56.0,1004.4,0,30.7,20,3.6,2025,1,91.271
7,10,12.0,5.0,244.0,273.0,285.0,319.0,1,3,2.0,1,1,0,9.52425215480818,26.3,56.0,1004.4,0,30.7,20,3.6,2025,1,90.643
20,1,10.0,5.0,242.0,275.0,288.0,320.0,1,3,2.0,1,10,0,9.52425215480818,26.3,56.0,1004.4,0,30.7,20,3.6,2025,1,91.019
1,14,14.0,6.0,243.0,267.0,284.0,318.0,1,3,5.0,0,2,0,9.52425215480818,26.3,56.0,1004.3,0,30.7,17,2.9,2025,1,91.886
17,55,12.0,5.0,242.0,271.0,286.0,316.0,1,3,2.0,1,11,0,9.52425215480818,26.3,56.0,1004.3,0,30.7,17,2.9,2025,1,90.844
2,12,14.0,5.0,193.0,200.0,273.5594525235244,213.0,0,3,3.0,1,7,0,9.52425215480818,26.3,56.0,1004.3,0,30.7,17,2.9,2025,1,118.675
10,27,16.0,6.0,242.0,273.0,287.0,319.0,0,3,5.0,0,5,0,9.52425215480818,26.3,56.0,1004.3,0,30.7,17,2.9,2025,1,91.783
6,7,12.0,5.0,244.0,272.0,285.0,319.0,1,3,2.0,1,1,0,9.52425215480818,26.3,56.0,1004.3,0,30.7,17,2.9,2025,1,91.245
12,16,9.0,4.0,243.0,270.0,288.0,320.0,1,3,2.0,1,3,0,9.52425215480818,26.3,56.0,1004.3,0,30.7,17,2.9,2025,1,90.724
16,63,14.0,5.0,79.0,214.0,273.5594525235244,132.0,0,3,3.0,1,7,0,9.52425215480818,26.3,56.0,1004.3,0,30.7,17,2.9,2025,1,130.697
19,22,11.0,4.0,190.0,221.0,273.5594525235244,65.0,0,3,3.0,1,10,0,9.52425215480818,26.3,56.0,1004.4,0,30.7,12,3.2,2025,1,128.144
13,4,11.0,5.0,243.0,273.0,286.0,316.0,0,3,5.0,0,6,0,9.52425215480818,26.3,56.0,1004.4,0,30.7,12,3.2,2025,1,91.101
9,44,12.0,5.0,155.0,190.0,273.5594525235244,175.0,0,3,3.0,1,3,0,9.52425215480818,26.3,56.0,1004.4,0,30.7,12,3.2,2025,1,125.49
8,6,12.0,5.0,220.0,216.0,273.5594525235244,108.0,0,3,3.0,1,9,0,9.52425215480818,26.3,56.0,1004.4,0,30.7,12,3.2,2025,1,128.074
7,10,13.0,5.0,173.0,180.0,273.5594525235244,175.0,0,3,3.0,1,1,0,9.52425215480818,26.3,56.0,1004.4,0,30.7,12,3.2,2025,1,123.039
20,1,11.0,5.0,159.0,202.0,273.5594525235244,187.0,0,3,3.0,1,10,0,9.52425215480818,26.3,56.0,1004.4,0,30.7,12,3.2,2025,1,123.071
1,14,15.0,6.0,197.0,162.0,273.5594525235244,166.0,0,3,6.0,0,2,0,9.52425215480818,26.3,56.0,1004.4,0,30.6,19,3.6,2025,1,120.061
17,55,13.0,5.0,175.0,203.0,273.5594525235244,238.0,0,3,3.0,1,11,0,9.52425215480818,26.3,56.0,1004.4,0,30.6,19,3.6,2025,1,115.344
10,27,17.0,6.0,166.0,168.0,273.5594525235244,230.0,0,3,6.0,0,5,1,9.52425215480818,26.3,56.0,1004.4,0,30.6,19,3.6,2025,1,128.135
6,7,13.0,5.0,128.0,228.0,273.5594525235244,233.0,0,3,3.0,1,1,1,9.52425215480818,26.3,56.0,1004.4,0,30.6,19,3.6,2025,1,124.961
12,16,10.0,4.0,179.0,201.0,273.5594525235244,153.0,0,3,3.0,1,3,1,9.52425215480818,26.3,56.0,1004.3,0,30.6,12,3.1,2025,1,121.128
13,4,12.0,5.0,193.0,197.0,273.5594525235244,222.0,0,3,6.0,0,6,1,9.52425215480818,26.3,56.0,1004.3,0,30.6,12,3.1,2025,1,111.42
19,22,13.0,5.0,241.0,272.0,285.0,314.0,1,3,4.0,0,10,0,9.52425215480818,26.4,55.0,1004.4,0,30.6,19,3.0,2025,1,91.637
20,1,13.0,6.0,234.0,274.0,288.0,319.0,1,3,4.0,0,10,0,9.52425215480818,26.4,55.0,1004.4,0,30.6,19,3.0,2025,1,92.057
2,12,16.0,6.0,243.0,271.0,289.0,316.0,0,3,2.0,1,7,0,9.52425215480818,26.4,54.0,1004.5,0,30.6,30,2.9,2025,1,91.494
17,55,15.0,6.0,239.0,269.0,286.0,313.0,1,3,5.0,0,11,0,9.52425215480818,26.4,54.0,1004.5,0,30.6,30,2.9,2025,1,91.788
16,63,16.0,6.0,243.0,273.0,288.0,318.0,1,3,2.0,1,7,0,9.52425215480818,26.4,54.0,1004.5,0,30.6,30,2.9,2025,1,90.364
7,10,15.0,6.0,243.0,272.0,285.0,318.0,1,3,5.0,0,1,0,9.52425215480818,26.4,54.0,1004.5,0,30.6,30,2.9,2025,1,91.746
9,44,14.0,6.0,242.0,270.0,288.0,317.0,0,3,5.0,0,3,0,9.52425215480818,26.4,54.0,1004.5,0,30.6,30,2.9,2025,1,91.41
12,16,12.0,5.0,241.0,269.0,288.0,319.0,1,3,5.0,0,3,0,9.52425215480818,26.4,54.0,1004.4,0,30.5,16,2.8,2025,1,91.355
15,81,11.0,5.0,243.0,273.0,287.0,315.0,1,3,3.0,0,6,0,9.52425215480818,26.4,54.0,1004.4,0,30.5,16,2.8,2025,1,90.233
19,22,14.0,5.0,208.0,237.0,273.5594525235244,256.0,0,3,5.0,0,10,0,9.52425215480818,26.4,54.0,1004.4,0,30.5,16,2.8,2025,1,109.374
13,4,14.0,6.0,243.0,273.0,287.0,317.0,1,3,3.0,0,6,0,9.52425215480818,26.4,54.0,1004.4,0,30.5,16,2.8,2025,1,90.396
20,1,14.0,6.0,223.0,254.0,273.5594525235244,234.0,0,3,5.0,0,10,0,9.52425215480818,26.4,54.0,1004.4,0,30.5,16,2.8,2025,1,108.078
2,12,17.0,6.0,184.0,208.0,273.5594525235244,245.0,0,3,3.0,1,7,0,9.52425215480818,26.4,54.0,1004.6,0,30.5,38,1.9,2025,1,112.529
17,55,16.0,6.0,206.0,199.0,273.5594525235244,254.0,0,3,6.0,0,11,0,9.52425215480818,26.4,54.0,1004.6,0,30.5,38,1.9,2025,1,110.941
16,63,17.0,6.0,200.0,185.0,273.5594525235244,188.0,0,3,3.0,1,7,0,9.52425215480818,26.4,54.0,1004.6,0,30.5,38,1.9,2025,1,123.359
7,10,16.0,6.0,185.0,170.0,273.5594525235244,265.0,0,3,6.0,0,1,0,9.52425215480818,26.4,54.0,1004.6,0,30.5,38,1.9,2025,1,118.488
9,44,15.0,6.0,224.0,213.0,273.5594525235244,291.0,0,3,6.0,0,3,0,9.52425215480818,26.4,54.0,1004.6,0,30.5,38,1.9,2025,1,107.426
12,16,13.0,5.0,217.0,234.0,273.5594525235244,236.0,0,3,6.0,0,3,0,9.52425215480818,26.4,54.0,1004.6,0,31.0,39,2.5,2025,1,103.717
15,81,12.0,5.0,209.0,214.0,273.5594525235244,205.0,0,3,4.0,0,6,0,9.52425215480818,26.4,54.0,1004.6,0,31.0,39,2.5,2025,1,109.716
13,4,15.0,6.0,220.0,216.0,273.5594525235244,225.0,0,3,4.0,0,6,0,9.52425215480818,26.4,54.0,1004.6,0,31.0,39,2.5,2025,1,105.81
19,22,16.0,6.0,242.0,272.0,286.0,315.0,1,3,2.0,1,10,0,9.52425215480818,26.5,54.0,1004.6,0,30.6,14,3.4,2025,1,91.303
2,12,19.0,7.0,244.0,273.0,288.0,317.0,1,3,2.0,1,7,0,9.52425215480818,26.5,54.0,1004.5,0,30.7,22,2.7,2025,1,90.213
16,63,19.0,7.0,243.0,274.0,289.0,318.0,1,3,2.0,1,7,0,9.52425215480818,26.5,54.0,1004.5,0,30.7,22,2.7,2025,1,90.009
9,44,17.0,7.0,243.0,271.0,289.0,319.0,1,3,2.0,1,3,0,9.52425215480818,26.5,54.0,1004.5,0,30.7,22,2.7,2025,1,90.772
12,16,15.0,6.0,243.0,271.0,289.0,319.0,1,3,2.0,1,3,0,9.52425215480818,26.5,54.0,1004.5,0,30.7,22,2.7,2025,1,90.175
7,10,18.0,7.0,245.0,273.0,286.0,319.0,1,3,2.0,1,1,0,9.52425215480818,26.5,54.0,1004.5,0,30.7,22,2.7,2025,1,90.216
20,1,16.0,7.0,243.0,274.0,288.0,319.0,1,3,2.0,1,10,0,9.52425215480818,26.5,53.0,1004.6,0,30.7,16,2.0,2025,1,90.423
15,81,14.0,6.0,243.0,273.0,286.0,314.0,1,3,2.0,1,6,0,9.52425215480818,26.5,53.0,1004.6,0,30.7,16,2.0,2025,1,89.841
13,4,17.0,7.0,242.0,274.0,286.0,315.0,1,3,2.0,1,6,0,9.52425215480818,26.5,53.0,1004.6,0,30.7,16,2.0,2025,1,90.267
17,55,18.0,7.0,242.0,271.0,284.0,316.0,1,3,2.0,1,11,0,9.52425215480818,26.5,53.0,1004.6,0,30.7,16,2.0,2025,1,90.68
16,63,20.0,7.0,179.0,173.0,273.5594525235244,140.0,0,3,3.0,1,7,0,9.52425215480818,26.6,53.0,1004.6,0,30.7,32,2.5,2025,1,128.931
12,16,16.0,6.0,182.0,168.0,273.5594525235244,182.0,0,3,3.0,1,3,0,9.52425215480818,26.6,53.0,1004.6,0,30.7,32,2.5,2025,1,126.715
15,81,15.0,6.0,184.0,172.0,273.5594525235244,174.0,0,3,3.0,1,6,0,9.52425215480818,26.5,53.0,1004.7,0,30.4,36,3.2,2025,1,129.969
14,31,2.0,1.0,290.0,328.0,305.0,333.0,1,3,2.0,1,4,0,9.52425215480818,29.3,59.0,1006.1,0,37.8,251,1.5,2025,7,89.924
3,87,2.0,1.0,293.0,327.0,307.0,332.0,1,3,2.0,1,4,0,9.52425215480818,29.3,59.0,1006.1,0,37.8,251,1.5,2025,7,89.167
6,7,2.0,1.0,295.0,326.0,309.0,335.0,1,3,2.0,1,1,0,9.52425215480818,29.3,59.0,1006.1,0,37.8,251,1.5,2025,7,89.15
10,27,2.0,1.0,296.0,333.0,308.0,339.0,1,3,2.0,1,5,0,9.52425215480818,29.3,59.0,1006.1,0,37.8,251,1.5,2025,7,89.07
4,5,2.0,1.0,295.0,330.0,311.0,336.0,1,3,2.0,1,5,0,9.52425215480818,29.3,59.0,1006.1,0,37.8,251,1.5,2025,7,89.462
0,23,2.0,1.0,296.0,325.0,306.0,331.0,1,3,2.0,1,11,0,9.52425215480818,29.3,59.0,1006.1,0,37.8,251,1.5,2025,7,88.866
17,55,2.0,1.0,295.0,325.0,305.0,332.0,1,3,2.0,1,11,0,9.52425215480818,29.3,59.0,1006.1,0,37.8,251,1.5,2025,7,89.198
7,10,2.0,1.0,294.0,327.0,309.0,335.0,1,3,2.0,1,1,0,9.52425215480818,29.3,59.0,1006.1,0,37.8,251,1.5,2025,7,89.054
1,14,2.0,1.0,294.0,323.0,303.0,329.0,1,3,2.0,1,2,0,9.52425215480818,29.3,60.0,1006.1,0,37.7,219,1.3,2025,7,88.92
18,18,2.0,1.0,294.0,323.0,305.0,331.0,1,3,2.0,1,2,0,9.52425215480818,29.3,60.0,1006.1,0,37.7,219,1.3,2025,7,89.089
13,4,2.0,1.0,295.0,324.0,305.0,330.0,1,3,2.0,1,6,0,9.52425215480818,29.3,60.0,1006.1,0,37.7,219,1.3,2025,7,88.026
12,16,2.0,1.0,296.0,330.0,307.0,334.0,1,3,2.0,1,3,0,9.52425215480818,29.3,60.0,1006.1,0,37.7,219,1.3,2025,7,88.552
9,44,2.0,1.0,295.0,330.0,308.0,333.0,1,3,2.0,1,3,0,9.52425215480818,29.3,60.0,1006.1,0,37.7,219,1.3,2025,7,88.901
14,31,3.0,1.0,227.0,229.0,273.5594525235244,242.0,0,3,3.0,1,4,0,9.52425215480818,29.2,61.0,1006.1,0,37.3,280,1.2,2025,7,124.155
3,87,3.0,1.0,257.0,224.0,273.5594525235244,231.0,0,3,3.0,1,4,0,9.52425215480818,29.2,61.0,1006.1,0,37.3,280,1.2,2025,7,127.645
6,7,3.0,1.0,261.0,226.0,264.0,275.0,0,3,3.0,1,1,0,9.52425215480818,29.2,61.0,1006.1,0,37.3,280,1.2,2025,7,118.947
4,5,3.0,1.0,264.0,265.0,273.5594525235244,255.0,0,3,3.0,1,5,0,9.52425215480818,29.2,61.0,1006.1,0,37.3,280,1.2,2025,7,110.078
10,27,3.0,1.0,229.0,221.0,273.5594525235244,238.0,0,3,3.0,1,5,0,9.52425215480818,29.2,61.0,1006.1,0,37.3,280,1.2,2025,7,123.51
0,23,3.0,1.0,247.0,274.0,308.0,309.0,0,3,3.0,1,11,0,9.52425215480818,29.2,61.0,1006.1,0,37.3,280,1.2,2025,7,121.668
7,10,3.0,1.0,265.0,256.0,204.0,219.0,0,3,3.0,1,1,0,9.52425215480818,29.2,62.0,1006.2,0,36.9,264,1.5,2025,7,123.442
1,14,3.0,1.0,263.0,230.0,273.5594525235244,226.0,0,3,3.0,1,2,0,9.52425215480818,29.2,62.0,1006.2,0,36.9,264,1.5,2025,7,113.633
17,55,3.0,1.0,237.0,216.0,87.0,290.0,0,3,3.0,1,11,0,9.52425215480818,29.2,62.0,1006.2,0,36.9,264,1.5,2025,7,134.823
18,18,3.0,1.0,260.0,214.0,273.5594525235244,210.0,0,3,3.0,1,2,0,9.52425215480818,29.2,62.0,1006.2,0,36.9,264,1.5,2025,7,116.973
20,1,2.0,1.0,296.0,329.0,300.0,333.0,1,3,2.0,1,10,0,9.52425215480818,29.2,62.0,1006.2,0,36.9,264,1.5,2025,7,88.148
13,4,3.0,1.0,225.0,252.0,120.0,234.0,0,3,3.0,1,6,0,9.52425215480818,29.2,62.0,1006.2,0,36.9,264,1.5,2025,7,122.143
19,22,2.0,1.0,294.0,330.0,305.0,334.0,1,3,2.0,1,10,0,9.52425215480818,29.2,62.0,1006.2,0,36.9,264,1.5,2025,7,88.424
15,81,2.0,1.0,295.0,322.0,307.0,333.0,1,3,2.0,1,6,0,9.52425215480818,29.2,62.0,1006.2,0,36.9,264,1.5,2025,7,88.019
12,16,3.0,1.0,229.0,181.0,273.5594525235244,306.0,0,3,3.0,1,3,0,9.52425215480818,29.2,62.0,1006.2,0,36.9,264,1.5,2025,7,124.098
9,44,3.0,1.0,180.0,237.0,273.5594525235244,244.0,0,3,3.0,1,3,0,9.52425215480818,29.1,64.0,1006.2,0,36.5,283,1.7,2025,7,128.457
0,23,4.0,1.0,296.0,327.0,306.0,333.0,1,3,4.0,1,11,0,9.52425215480818,29.1,64.0,1006.2,0,36.5,283,1.7,2025,7,88.629
6,7,4.0,1.0,250.0,248.0,314.0,207.0,0,3,4.0,1,1,0,9.52425215480818,29.1,64.0,1006.2,0,36.5,283,1.7,2025,7,115.806
16,63,2.0,1.0,294.0,328.0,306.0,333.0,1,3,2.0,1,7,0,9.52425215480818,29.1,64.0,1006.2,0,36.5,283,1.7,2025,7,88.282
2,12,2.0,1.0,294.0,325.0,304.0,331.0,1,3,2.0,1,7,0,9.52425215480818,29.1,64.0,1006.2,0,36.5,283,1.7,2025,7,88.597
4,5,4.0,3.0,124.0,231.0,308.0,192.0,0,3,4.0,0,5,0,9.52425215480818,29.1,64.0,1006.2,0,36.5,283,1.7,2025,7,140.29
7,10,4.0,1.0,243.0,297.0,309.0,295.0,0,3,4.0,1,1,0,9.52425215480818,29.0,66.0,1006.2,0,36.4,279,2.5,2025,7,122.065
8,6,2.0,1.0,297.0,327.0,300.0,334.0,1,3,2.0,1,9,0,9.52425215480818,29.0,66.0,1006.2,0,36.4,279,2.5,2025,7,88.766
17,55,4.0,1.0,217.0,280.0,310.0,300.0,0,3,4.0,1,11,0,9.52425215480818,29.0,66.0,1006.2,0,36.4,279,2.5,2025,7,129.751
1,14,4.0,2.0,149.0,305.0,308.0,226.0,0,3,1.0,1,2,0,9.52425215480818,29.0,66.0,1006.2,0,36.4,279,2.5,2025,7,140.617
20,1,3.0,1.0,245.0,243.0,273.5594525235244,218.0,0,3,3.0,1,10,0,9.52425215480818,29.0,66.0,1006.2,0,36.4,279,2.5,2025,7,124.482
18,18,4.0,2.0,264.0,262.0,308.0,132.0,0,3,1.0,1,2,0,9.52425215480818,29.0,66.0,1006.2,0,36.4,279,2.5,2025,7,142.475
6,7,5.0,1.0,296.0,327.0,310.0,335.0,1,3,5.0,1,1,0,9.52425215480818,29.0,66.0,1006.2,0,36.4,279,2.5,2025,7,88.853
13,4,4.0,1.0,231.0,261.0,317.0,270.0,0,3,4.0,1,6,0,9.52425215480818,29.0,66.0,1006.2,0,36.4,279,2.5,2025,7,128.702
19,22,3.0,1.0,196.0,278.0,273.5594525235244,274.0,0,3,3.0,1,10,0,9.52425215480818,29.0,66.0,1006.2,0,36.4,279,2.5,2025,7,126.323
11,30,2.0,1.0,295.0,325.0,305.0,330.0,1,3,2.0,1,9,0,9.52425215480818,29.0,66.0,1006.2,0,36.4,279,2.5,2025,7,88.87
15,81,3.0,1.0,240.0,266.0,273.5594525235244,276.0,0,3,3.0,1,6,0,9.52425215480818,29.0,66.0,1006.2,0,36.4,279,2.5,2025,7,126.605
0,23,5.0,1.0,269.0,309.0,273.5594525235244,312.0,0,3,5.0,1,11,0,9.52425215480818,29.0,67.0,1006.2,0,36.5,281,1.0,2025,7,108.614
4,5,5.0,3.0,295.0,330.0,309.0,335.0,0,3,5.0,0,5,0,9.52425215480818,29.0,67.0,1006.2,0,36.5,281,1.0,2025,7,89.636
14,31,5.0,2.0,292.0,328.0,305.0,333.0,1,3,5.0,0,4,0,9.52425215480818,29.0,67.0,1006.2,0,36.5,281,1.0,2025,7,89.398
16,63,3.0,1.0,248.0,294.0,273.5594525235244,257.0,0,3,3.0,1,7,0,9.52425215480818,29.0,67.0,1006.2,0,36.5,281,1.0,2025,7,128.941
7,10,5.0,1.0,296.0,328.0,304.0,336.0,1,3,5.0,1,1,0,9.52425215480818,29.0,67.0,1006.2,0,36.5,281,1.0,2025,7,88.892
2,12,3.0,1.0,174.0,228.0,273.5594525235244,300.0,0,3,3.0,1,7,0,9.52425215480818,29.0,67.0,1006.2,0,36.5,281,1.0,2025,7,123.535
3,87,5.0,2.0,292.0,327.0,306.0,332.0,1,3,5.0,0,4,0,9.52425215480818,29.0,67.0,1006.2,0,36.5,281,1.0,2025,7,88.85
17,55,5.0,1.0,297.0,328.0,308.0,334.0,1,3,5.0,1,11,0,9.52425215480818,29.0,67.0,1006.2,0,36.5,281,1.0,2025,7,88.71
1,14,5.0,2.0,295.0,323.0,303.0,332.0,1,3,2.0,1,2,0,9.52425215480818,29.0,67.0,1006.2,0,36.5,281,1.0,2025,7,88.548
10,27,5.0,2.0,298.0,334.0,313.0,338.0,1,3,5.0,0,5,0,9.52425215480818,29.0,67.0,1006.2,0,36.7,271,1.2,2025,7,88.782
18,18,5.0,2.0,293.0,324.0,305.0,334.0,1,3,2.0,1,2,0,9.52425215480818,29.0,67.0,1006.2,0,36.7,271,1.2,2025,7,88.645
13,4,5.0,1.0,296.0,327.0,309.0,333.0,1,3,5.0,1,6,0,9.52425215480818,29.0,67.0,1006.2,0,36.7,271,1.2,2025,7,87.805
8,6,3.0,1.0,266.0,301.0,273.5594525235244,295.0,0,3,3.0,1,9,0,9.52425215480818,29.0,67.0,1006.2,0,36.7,271,1.2,2025,7,122.232
11,30,3.0,1.0,261.0,251.0,273.5594525235244,264.0,0,3,3.0,1,9,0,9.52425215480818,29.0,67.0,1006.2,0,36.7,271,1.2,2025,7,110.901
6,7,6.0,1.0,258.0,246.0,273.5594525235244,293.0,0,3,6.0,1,1,0,9.52425215480818,29.0,67.0,1006.2,0,36.7,271,1.2,2025,7,120.38
14,31,6.0,2.0,265.0,303.0,273.5594525235244,278.0,0,3,6.0,0,4,0,9.52425215480818,28.9,67.0,1006.3,0,37.0,311,0.9,2025,7,105.433
4,5,6.0,3.0,264.0,278.0,273.5594525235244,183.0,0,3,6.0,0,5,0,9.52425215480818,28.9,67.0,1006.3,0,37.0,311,0.9,2025,7,116.914
7,10,6.0,1.0,267.0,259.0,273.5594525235244,307.0,0,3,6.0,1,1,0,9.52425215480818,28.9,67.0,1006.3,0,37.0,311,0.9,2025,7,108.172
9,44,5.0,2.0,295.0,330.0,306.0,336.0,1,3,5.0,0,3,0,9.52425215480818,28.9,67.0,1006.3,0,37.0,311,0.9,2025,7,88.642
3,87,6.0,2.0,269.0,252.0,273.5594525235244,313.0,0,3,6.0,0,4,0,9.52425215480818,28.9,67.0,1006.3,0,37.0,311,0.9,2025,7,103.191
12,16,5.0,2.0,295.0,331.0,118.0,336.0,0,3,5.0,0,3,0,9.52425215480818,28.9,67.0,1006.3,0,37.0,311,0.9,2025,7,90.829
17,55,6.0,1.0,264.0,295.0,273.5594525235244,319.0,0,3,6.0,1,11,0,9.52425215480818,28.9,67.0,1006.3,0,37.0,311,0.9,2025,7,107.836
10,27,6.0,2.0,269.0,295.0,273.5594525235244,311.0,0,3,6.0,0,5,0,9.52425215480818,28.9,67.0,1006.3,0,37.0,311,0.9,2025,7,103.612
1,14,6.0,2.0,247.0,232.0,273.5594525235244,234.0,0,3,3.0,1,2,0,9.52425215480818,28.9,67.0,1006.3,0,37.0,311,0.9,2025,7,121.891
18,18,6.0,2.0,260.0,268.0,273.5594525235244,269.0,0,3,3.0,1,2,0,9.52425215480818,28.9,67.0,1006.3,0,37.0,311,0.9,2025,7,111.645
13,4,6.0,1.0,254.0,207.0,273.5594525235244,204.0,0,3,6.0,1,6,0,9.52425215480818,28.9,66.0,1006.2,0,36.8,324,0.8,2025,7,118.416
9,44,6.0,2.0,245.0,273.0,273.5594525235244,303.0,0,3,6.0,0,3,0,9.52425215480818,28.9,65.0,1006.2,0,36.9,244,0.4,2025,7,125.882
12,16,6.0,2.0,232.0,251.0,273.5594525235244,272.0,0,3,6.0,0,3,0,9.52425215480818,28.9,65.0,1006.2,0,36.9,244,0.4,2025,7,133.88
0,23,7.0,2.0,297.0,324.0,306.0,332.0,1,3,2.0,1,11,0,9.52425215480818,28.9,65.0,1006.2,0,36.9,244,0.4,2025,7,88.279
15,81,5.0,2.0,295.0,325.0,308.0,330.0,1,3,5.0,0,6,0,9.52425215480818,28.9,64.0,1006.1,0,37.3,149,0.4,2025,7,87.901
0,23,8.0,2.0,241.0,156.0,273.5594525235244,276.0,0,3,3.0,1,11,0,9.52425215480818,28.9,64.0,1006.1,0,37.3,149,0.4,2025,7,120.833
2,12,5.0,2.0,295.0,327.0,310.0,332.0,1,3,2.0,1,7,0,9.52425215480818,28.9,63.0,1006.3,0,37.3,228,0.5,2025,7,88.128
6,7,8.0,2.0,297.0,325.0,310.0,336.0,1,3,2.0,1,1,0,9.52425215480818,28.9,63.0,1006.3,0,37.3,228,0.5,2025,7,88.739
8,6,5.0,2.0,296.0,325.0,311.0,329.0,1,3,2.0,1,9,0,9.52425215480818,28.9,63.0,1006.3,0,37.3,228,0.5,2025,7,88.571
20,1,5.0,2.0,295.0,330.0,310.0,335.0,1,3,5.0,0,10,0,9.52425215480818,28.9,63.0,1006.3,0,37.3,228,0.5,2025,7,87.778
17,55,8.0,2.0,297.0,325.0,309.0,332.0,1,3,2.0,1,11,0,9.52425215480818,28.9,63.0,1006.3,0,37.3,228,0.5,2025,7,88.354
11,30,5.0,2.0,295.0,325.0,310.0,330.0,1,3,2.0,1,9,1,9.52425215480818,28.9,63.0,1006.3,0,37.3,228,0.5,2025,7,88.561
14,31,8.0,3.0,293.0,325.0,308.0,331.0,1,3,2.0,1,4,1,9.52425215480818,29.0,62.0,1006.2,0,37.2,263,0.8,2025,7,89.092
19,22,5.0,2.0,294.0,326.0,312.0,335.0,1,3,2.0,1,10,1,9.52425215480818,29.0,62.0,1006.2,0,37.2,263,0.8,2025,7,88.226
7,10,8.0,2.0,294.0,327.0,311.0,334.0,1,3,2.0,1,1,1,9.52425215480818,29.0,62.0,1006.2,0,37.2,263,0.8,2025,7,88.421
3,87,8.0,3.0,292.0,327.0,309.0,333.0,1,3,2.0,1,4,1,9.52425215480818,29.0,62.0,1006.2,0,37.2,263,0.8,2025,7,88.536
15,81,6.0,2.0,168.0,166.0,273.5594525235244,273.0,0,3,6.0,0,6,1,9.52425215480818,29.0,62.0,1006.2,0,37.2,263,0.8,2025,7,124.322
18,18,8.0,3.0,289.0,323.0,307.0,331.0,0,3,2.0,1,2,1,9.52425215480818,29.0,62.0,1006.2,0,37.2,263,0.8,2025,7,89.185
1,14,8.0,3.0,293.0,321.0,273.5594525235244,234.0,0,3,2.0,1,2,1,9.52425215480818,29.0,62.0,1006.2,0,37.2,263,0.8,2025,7,103.61
2,12,6.0,2.0,200.0,254.0,273.5594525235244,265.0,0,3,3.0,1,7,1,9.52425215480818,29.0,62.0,1006.3,0,37.2,170,0.7,2025,7,123.738
6,7,9.0,2.0,215.0,256.0,273.5594525235244,292.0,0,3,3.0,1,1,1,9.52425215480818,29.0,62.0,1006.3,0,37.2,170,0.7,2025,7,123.639
9,44,8.0,3.0,295.0,328.0,309.0,333.0,1,3,2.0,1,3,9,9.52425215480818,29.0,62.0,1006.3,0,37.2,170,0.7,2025,7,88.372
8,6,6.0,2.0,241.0,297.0,273.5594525235244,300.0,0,3,3.0,1,9,1,9.52425215480818,29.0,62.0,1006.3,0,37.2,170,0.7,2025,7,120.19
10,27,8.0,3.0,271.0,277.0,273.5594525235244,299.0,0,3,2.0,1,5,1,9.52425215480818,29.0,62.0,1006.3,0,37.2,170,0.7,2025,7,117.19
12,16,8.0,3.0,298.0,253.0,273.5594525235244,216.0,0,3,2.0,1,3,0,9.52425215480818,29.0,62.0,1006.3,0,37.2,170,0.7,2025,7,101.591
20,1,6.0,2.0,184.0,214.0,273.5594525235244,220.0,0,3,6.0,0,10,1,9.52425215480818,29.0,62.0,1006.3,0,37.2,170,0.7,2025,7,125.546
17,55,9.0,2.0,164.0,234.0,273.5594525235244,262.0,0,3,3.0,1,11,1,9.52425215480818,29.0,62.0,1006.3,0,37.2,170,0.7,2025,7,121.006
4,5,8.0,4.0,280.0,248.0,273.5594525235244,237.0,0,3,2.0,1,5,1,9.52425215480818,29.0,62.0,1006.3,0,37.2,170,0.7,2025,7,139.082
11,30,6.0,2.0,256.0,186.0,273.5594525235244,250.0,0,3,3.0,1,9,0,9.52425215480818,29.3,61.0,1006.2,0,37.8,312,0.5,2025,7,123.198
14,31,9.0,3.0,225.0,231.0,273.5594525235244,232.0,0,3,3.0,1,4,0,9.52425215480818,29.3,61.0,1006.2,0,37.8,312,0.5,2025,7,123.678
16,63,5.0,2.0,254.0,268.0,273.5594525235244,259.0,0,3,5.0,0,7,0,9.52425215480818,29.3,61.0,1006.2,0,37.8,312,0.5,2025,7,127.518
